id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
7789,Dominick Drexler,27,1370,4,2.656860573,3,2.620945364,16,19,3,1,M S,Schalke 04,4,2.656860573,7.653311584,3.003774304
8325,Exequiel Palacios,25,1665,4,2.798385372,2,1.506558767,20,15,4,0,M S,Bayer Leverkusen,1,0.525055795,10.36239834,9.401457548
8396,Jessic Ngankam,18,819,4,4.38637699,1,0.920083199,19,8,5,0,F M S,Hertha Berlin,3,3.628600014,4.64416438,0.761567
8813,Tanguy Coulibaly,14,296,4,1.687258627,0,0.987582745,12,6,3,0,S,VfB Stuttgart,3,0.929481957,2.08457163,0.570692748
9709,Erhan Masovic,29,2165,4,2.76719218,0,0.768986242,16,9,3,0,D M S,Bochum,4,2.76719218,3.491871701,2.532491406
9730,Patrick Wimmer,26,1709,4,4.009688467,8,5.654376213,31,38,7,0,F M S,Wolfsburg,4,4.009688467,10.8943968,2.442955546
10732,Jakub Kaminski,31,2102,4,5.838947834,2,3.693452761,39,28,0,0,D F M S,Wolfsburg,4,5.838947834,15.35680882,7.755885323
11074,Denis Huseinbasic,24,754,4,3.146634638,1,0.35502593,16,5,3,0,F M S,FC Cologne,4,3.146634638,4.030383285,0.766292993
139,Simon Zoller,27,1481,3,4.253587335,2,0.886177177,31,11,5,0,F M S,Bochum,3,4.253587335,5.685781069,0.928845441
212,Nico Elvedi,32,2831,3,2.208632369,0,0.282719702,18,5,2,0,D,Borussia M.Gladbach,3,2.208632369,10.99946614,10.89331954
262,Leonardo Bittencourt,25,1672,3,1.257541323,2,1.833577334,25,15,10,0,D M S,Werder Bremen,3,1.257541323,6.353984758,3.557059355
269,Dominik Kohr,30,2292,3,2.482824549,0,1.029463891,39,16,11,0,D M S,Mainz 05,3,2.482824549,7.438419679,4.554254475
335,Leon Goretzka,27,1754,3,4.879844714,2,2.906402392,40,21,5,0,M S,Bayern Munich,3,4.879844714,18.99809486,14.38029898
422,Mario Götze,32,2766,3,3.316259307,1,4.618421275,26,42,6,0,M,Eintracht Frankfurt,3,3.316259307,20.43349709,14.92290386
1236,Patrik Schick,14,936,3,5.551570445,1,0.434732292,34,10,0,0,F S,Bayer Leverkusen,3,5.551570445,8.173204828,2.673140116
5352,Niklas Schmidt,24,1068,3,1.766044429,0,0.992782996,21,17,4,0,M S,Werder Bremen,3,1.766044429,4.293101482,1.927444676
6087,Takuma Asano,25,1742,3,6.078744154,2,2.321865348,51,22,1,0,F M S,Bochum,3,6.078744154,8.619799651,1.970587301
6109,Konrad Laimer,21,1482,3,3.229747664,0,2.090016602,20,16,8,0,M S,RasenBallsport Leipzig,3,3.229747664,8.843641896,3.870619692
6403,Timo Hübers,29,2555,3,1.793745719,0,0.108840799,15,2,8,0,D S,FC Cologne,3,1.793745719,7.382432839,7.347853547
6638,Linton Maina,33,2303,3,4.716097566,7,7.570193352,35,36,1,0,F M S,FC Cologne,3,4.716097566,12.24246336,2.841872029
7562,Eric Junior Dina Ebimbe,19,1053,3,3.28170713,1,1.619109116,26,9,4,0,D M S,Eintracht Frankfurt,3,3.28170713,7.845243469,3.876341201
7798,Christopher Antwi-Adjei,29,2000,3,2.101398408,6,4.173747691,29,33,2,0,F M S,Bochum,3,2.101398408,9.383619488,4.400247389
7799,Sven Michel,21,444,3,1.481089195,1,0.45162683,16,7,2,0,F S,Union Berlin,2,0.72331222,1.378802324,0.247921562
7810,Ruben Vargas,23,1146,3,0.896241279,4,2.124386889,21,16,4,0,F M S,Augsburg,3,0.896241279,2.885655402,0.82465615
7867,Robert Skov,23,1368,3,3.253815789,2,2.062476303,41,19,1,0,D M S,Hoffenheim,1,1.738265742,4.800878558,2.455955602
7902,Matthijs de Ligt,31,2407,3,1.305196895,1,0.770753187,24,6,4,0,D S,Bayern Munich,3,1.305196895,17.06627459,16.7409633
8310,Mitchel Bakker,28,1656,3,1.549472643,2,1.960865008,17,17,4,1,D S,Bayer Leverkusen,3,1.549472643,7.690754035,5.302922679
9076,Philipp Förster,25,1306,3,1.365110662,7,4.021769606,17,27,4,0,M S,Bochum,3,1.365110662,5.595948419,3.75400375
9202,Felix Nmecha,30,1824,3,3.17466691,5,3.009401008,37,20,3,0,M S,Wolfsburg,3,3.17466691,8.865907686,5.57146436
10367,Tiago Tomás,27,1297,3,2.477932807,3,3.780746486,34,20,2,0,F M S,VfB Stuttgart,3,2.477932807,6.847408174,1.70891612
10542,Jamie Bynoe-Gittens,15,514,3,2.581368737,1,0.596065173,24,2,0,0,F M S,Borussia Dortmund,3,2.581368737,4.752277041,1.794627212
10734,Jens Stage,32,1871,3,2.622428505,3,1.722838109,19,16,5,0,M S,Werder Bremen,3,2.622428505,6.587090869,3.731825572
11311,Aurélio Buta,18,1339,3,0.79130532,2,3.19684615,9,18,3,0,D S,Eintracht Frankfurt,3,0.79130532,6.491749153,3.201746218
11324,Dion Beljo,18,1164,3,1.466953598,2,2.154107491,12,14,2,0,F M S,Augsburg,3,1.466953598,4.491503283,0.870442815
28,Mitchell Weiser,30,2532,2,3.319304339,9,7.1052632,29,41,7,0,D M S,Werder Bremen,2,3.319304339,14.7960886,7.707576206
75,Niklas Süle,29,2114,2,2.632200049,3,2.37385486,34,17,2,0,D S,Borussia Dortmund,2,2.632200049,14.62982321,12.63604839
137,Anthony Modeste,19,794,2,3.454763725,1,0.884278391,21,6,4,0,F S,Borussia Dortmund,2,3.454763725,4.190358635,0.753995705
161,Robin Knoche,32,2877,2,1.801200355,3,1.14421016,9,5,4,0,D,Union Berlin,1,0.285646404,3.927438824,3.552601976
188,Kevin Kampl,30,1366,2,0.733743686,2,1.125986138,7,12,8,0,M S,RasenBallsport Leipzig,2,0.733743686,7.89038321,6.538844563
412,André Hahn,7,382,2,0.304612491,0,0.065331198,7,1,1,0,D F M S,Augsburg,2,0.304612491,0.80640897,0.491473906
435,Benjamin Henrichs,30,2184,2,1.449693942,2,1.605431935,31,20,8,0,D M S,RasenBallsport Leipzig,2,1.449693942,12.05465477,10.33609838
604,Emre Can,27,1890,2,1.594949903,1,1.487826508,17,20,8,0,D M S,Borussia Dortmund,1,0.837172927,13.26277363,11.81838968
1139,Silvan Widmer,26,1680,2,2.735402004,2,2.028704755,20,15,0,0,D S,Mainz 05,2,2.735402004,8.177862845,4.287014581
3310,Alassane Pléa,29,1783,2,4.397832649,9,4.707967483,29,32,5,0,F M S,Borussia M.Gladbach,1,2.882279309,12.78864172,6.581245504
3699,Aissa Laidouni,14,891,2,0.692816788,0,0.486517914,5,4,4,0,M S,Union Berlin,2,0.692816788,2.25267083,1.149219157
5113,Santos Borré,32,1030,2,4.612951307,2,2.298405476,25,15,5,0,F M S,Eintracht Frankfurt,1,3.855173288,8.010373006,4.617487647
5217,Anthony Jung,34,2670,2,1.531110095,5,1.65965079,17,22,2,0,D M S,Werder Bremen,2,1.531110095,8.238742824,5.750136034
5250,Yussuf Poulsen,19,376,2,1.986518135,1,1.671581469,13,8,1,0,F S,RasenBallsport Leipzig,2,1.986518135,3.930041965,1.947151285
5251,Rani Khedira,33,2895,2,1.660578921,0,0.403013853,24,8,8,0,M,Union Berlin,2,1.660578921,7.07529645,5.897386434
5256,Oliver Burke,15,236,2,1.331845704,0,0.343695198,8,4,0,0,F S,Werder Bremen,2,1.331845704,1.993415219,0.577693015
5263,Lukas Kübler,22,1648,2,1.10124147,1,0.131196063,9,6,1,0,D S,Freiburg,2,1.10124147,2.70911465,2.281143032
6085,Marcin Kaminski,8,631,2,0.299123887,0,0.084066469,4,2,0,0,D S,Schalke 04,2,0.299123887,2.407942928,2.323876478
6251,Wilfried Kanga,23,1422,2,4.186748492,0,1.916428503,25,21,3,0,F S,Hertha Berlin,2,4.186748492,7.606491173,1.922127763
6380,Anthony Caci,31,2052,2,0.475642702,1,2.849405673,9,21,4,0,D M S,Mainz 05,2,0.475642702,6.216136714,3.493330503
6626,Joshua Vagnoman,23,1471,2,3.662363068,2,1.28182066,25,11,1,1,D F S,VfB Stuttgart,2,3.662363068,5.672499376,3.956895515
6722,Konstantinos Mavropanos,28,2287,2,3.64903078,1,1.351170682,49,16,7,1,D S,VfB Stuttgart,2,3.64903078,8.236280523,6.167831616
6937,Georginio Rutter,15,1023,2,3.220259156,2,1.474237971,27,9,2,0,F S,Hoffenheim,2,3.220259156,5.450185832,0.93818197
7075,Borna Sosa,25,1959,2,1.044019498,7,5.818904812,15,67,5,0,D S,VfB Stuttgart,2,1.044019498,9.952242679,7.264228818
7197,Fredrik Jensen,20,919,2,1.910547488,1,0.980619008,11,13,1,0,D F M S,Augsburg,2,1.910547488,2.776335629,1.378055517
7320,Amos Pieper,29,1954,2,0.6505708,1,0.263971295,11,5,9,0,D S,Werder Bremen,2,0.6505708,3.883015335,3.66069456
7376,Ozan Kabak,30,2398,2,1.269662582,2,1.436862672,23,4,8,2,D S,Hoffenheim,2,1.269662582,6.883658461,4.857320748
7401,Keven Schlotterbeck,15,730,2,1.378042158,0,0.499770939,8,4,3,0,D S,"Bochum,Freiburg",2,1.378042158,0.901744016,0.201789014
7501,Amadou Haidara,31,1418,2,2.706375577,1,1.323818583,19,12,7,0,M S,RasenBallsport Leipzig,2,2.706375577,7.044573534,5.077068916
7524,Tuta,31,2717,2,2.129388846,1,0.772002886,17,5,8,0,D S,Eintracht Frankfurt,2,2.129388846,10.75554782,9.433305612
7877,Robert Andrich,29,2414,2,1.495253399,2,1.133704634,30,18,7,0,M S,Bayer Leverkusen,2,1.495253399,8.447318887,7.092177907
7881,Sebastian Polter,19,585,2,2.177662425,3,1.176588044,12,9,3,0,F S,Schalke 04,2,2.177662425,4.040254306,1.105415128
8092,Tom Krauß,32,2562,2,2.018808218,0,0.965369569,25,12,8,0,M S,Schalke 04,2,2.018808218,6.29178275,4.340799114
8205,Jan Thielmann,23,826,2,1.509038864,2,1.463764163,13,10,5,0,F M S,FC Cologne,2,1.509038864,4.475083563,1.729372954
8292,Dani Olmo,23,1294,2,2.686814597,5,5.530062511,43,37,2,0,F M S,RasenBallsport Leipzig,2,2.686814597,9.476952152,3.719395002
9274,Naouirou Ahamada,17,1426,2,0.613897895,2,1.108304223,16,16,2,1,M,VfB Stuttgart,2,0.613897895,5.582023755,4.412002116
9705,Anthony Losilla,31,2734,2,2.477033652,2,2.012193087,27,14,6,1,M,Bochum,2,2.477033652,5.318010108,3.194928647
10739,Daniel-Kofi Kyereh,12,564,2,2.882524796,0,0.177382901,12,3,2,0,F M S,Freiburg,2,2.882524796,4.313074984,1.522851488
11143,Nelson Weiper,9,74,2,1.675962232,0,0.052278508,5,2,0,0,S,Mainz 05,2,1.675962232,1.082453964,0
11333,Josip Juranovic,12,921,2,1.151420303,1,1.084430501,7,22,0,0,D S,Union Berlin,1,0.393643327,1.715055123,1.103211276
11336,Moritz Broschinski,11,184,2,1.268292028,0,0.012319773,6,1,1,0,S,Bochum,2,1.268292028,0.776476283,0.177491277
74,Pavel Kaderábek,26,1651,1,1.539327025,1,1.464189444,8,18,1,0,D M S,Hoffenheim,1,1.539327025,5.749808197,3.387566962
98,Kenan Karaman,21,961,1,2.313896202,2,1.216093663,21,8,2,0,F M S,Schalke 04,1,2.313896202,3.422720876,0.650049992
106,Waldemar Anton,34,2950,1,1.533088143,2,2.125988921,24,12,4,0,D,VfB Stuttgart,1,1.533088143,10.63475479,8.346572926
125,Maximilian Eggestein,31,2457,1,0.63814049,2,1.613769539,16,24,6,0,M S,Freiburg,1,0.63814049,7.011526858,5.197655914
150,Josuha Guilavogui,23,1150,1,0.30110248,0,0.295521297,6,4,4,0,D M S,Wolfsburg,1,0.30110248,4.052423909,4.02763921
157,Daniel Caligiuri,13,261,1,0.244370297,0,0.281465393,6,4,1,0,D M S,Augsburg,1,0.244370297,0.328009797,0.066992098
183,Jonathan Tah,33,2493,1,1.191741552,0,0.619528519,10,6,6,0,D S,Bayer Leverkusen,1,1.191741552,8.047265271,7.760596519
370,Marvin Friedrich,23,1234,1,0.853119377,0,0.377696773,9,5,2,0,D S,Borussia M.Gladbach,1,0.853119377,5.258757753,5.171820469
372,Julian Weigl,23,1892,1,0.93022807,0,0.56563995,8,6,6,0,M S,Borussia M.Gladbach,0,0.172531799,7.779653296,7.725211024
373,Mats Hummels,30,2026,1,1.914620575,0,1.343259047,17,12,5,0,D S,Borussia Dortmund,1,1.914620575,13.29153319,11.91358913
378,Milos Pantovic,13,170,1,1.403443128,0,0,6,0,1,0,S,Union Berlin,1,0.645746812,0.57451931,0.145510402
420,Patrick Herrmann,21,125,1,0.266133904,0,0.414717607,6,4,2,0,S,Borussia M.Gladbach,1,0.266133904,1.566138387,1.063567981
454,Charles Aránguiz,10,497,1,0.230239704,0,0.211897804,5,3,1,0,M S,Bayer Leverkusen,1,0.230239704,2.547818795,2.175035596
1277,Roland Sallai,19,996,1,3.211693042,3,1.432769381,32,16,6,0,D F M S,Freiburg,1,3.211693042,4.082279881,0.702089468
2379,João Cancelo,15,1018,1,0.740132313,4,3.012342066,12,13,3,0,D M S,Bayern Munich,1,0.740132313,11.52074915,8.435149044
2611,Philipp Lienhart,29,2500,1,1.054093363,0,0.120208997,17,3,3,0,D S,Freiburg,1,1.054093363,5.848429726,5.443973292
2625,Paul Seguin,20,651,1,1.029469492,3,2.073301386,15,10,4,0,M S,Union Berlin,1,1.029469492,4.384452261,2.164173808
2691,Milos Veljkovic,29,2258,1,0.867214855,1,0.391150482,4,7,2,0,D S,Werder Bremen,1,0.867214855,4.755213469,4.70775816
2693,Marius Wolf,25,1565,1,1.040653411,1,3.351689192,23,22,2,0,D M S,Borussia Dortmund,1,1.040653411,9.937369125,6.886724148
3769,Gil Dias,7,407,1,0.5321334,0,0.768437305,10,8,0,0,F S,VfB Stuttgart,1,0.5321334,1.444093704,0.224953899
4243,Christian Günter,33,2752,1,1.787806545,4,4.898587744,27,61,5,0,D M S,Freiburg,1,1.787806545,9.596133074,5.097803716
4247,Maximilian Philipp,18,544,1,1.920778769,0,0.20877327,12,5,1,0,F M S,"Werder Bremen,Wolfsburg",1,1.920778769,2.766320646,0.866809845
4248,Nils Petersen,27,231,1,1.428452501,0,0.0206569,9,1,1,0,S,Freiburg,1,1.428452501,2.961971175,1.54391237
4291,Marc-Oliver Kempf,31,2720,1,2.352677183,0,1.168822823,17,9,5,0,D,Hertha Berlin,1,2.352677183,2.763959939,2.035725405
4340,Grischa Prömel,18,1458,1,2.327514637,1,0.917638098,24,8,4,0,M S,Hoffenheim,1,2.327514637,4.912098289,2.622373138
5248,Marcel Sabitzer,15,622,1,1.03135988,1,0.281784602,15,6,2,0,M S,Bayern Munich,1,1.03135988,5.416687597,4.288550338
5253,Benno Schmitz,31,2456,1,0.410008596,0,1.833229087,10,19,6,0,D S,FC Cologne,1,0.410008596,7.680772051,5.947262067
5254,Marcel Halstenberg,31,1562,1,1.600805081,1,2.027093282,9,19,2,0,D S,RasenBallsport Leipzig,1,1.600805081,8.040307075,6.05119827
5270,Gerrit Holtmann,23,923,1,1.928624894,1,0.980614305,30,10,0,0,F M S,Bochum,1,1.928624894,2.917423891,0.522494474
5292,Manuel Gulde,15,643,1,0.573410869,0,0.173170432,2,2,2,0,D S,Freiburg,1,0.573410869,1.331523379,1.331523379
5355,Jacob Bruun Larsen,12,311,1,1.260027189,0,0.289046608,7,8,0,0,F S,Hoffenheim,1,1.260027189,2.107599998,0.656434819
5677,Florent Mollet,9,399,1,0.43762891,0,0.485403601,11,4,1,0,M S,Schalke 04,1,0.43762891,1.735672988,0.934537806
5724,Irvin Cardona,10,292,1,2.658486821,0,0.093212493,9,3,2,0,S,Augsburg,1,2.658486821,2.751698937,0
6081,Dennis Geiger,27,2019,1,0.165661141,3,2.486103908,5,35,9,0,M,Hoffenheim,1,0.165661141,7.27383558,5.599420048
6338,Lucas Alario,20,290,1,1.347514689,0,0.058938202,11,1,0,0,F S,Eintracht Frankfurt,1,1.347514689,2.426865501,1.074313506
6436,Stanley N&#039;Soki,19,1287,1,0.531368305,0,0.448381908,6,3,2,1,D S,Hoffenheim,1,0.531368305,5.93269033,5.158309873
6595,Paul Jäckel,16,1204,1,0.159803003,0,0.029451665,2,1,2,1,D S,Union Berlin,1,0.159803003,1.420583211,1.420583211
7049,Evan Ndicka,30,2694,1,1.502108523,0,0.215272002,18,3,4,0,D,Eintracht Frankfurt,1,1.502108523,8.221431259,8.159191534
7065,Florian Neuhaus,23,1408,1,1.760117479,0,2.625772655,28,15,2,0,M S,Borussia M.Gladbach,1,1.760117479,8.51011537,4.909894483
7067,Paulinho,4,81,1,0.596942991,0,0,2,0,0,0,F S,Bayer Leverkusen,1,0.596942991,0.61385099,0.016907999
7073,Pierre Kunde,12,365,1,0.344965097,0,0.202442475,4,4,0,0,M S,Bochum,1,0.344965097,0.745844257,0.198436778
7108,Jonathan Burkardt,11,540,1,3.820821889,2,1.273225605,21,7,2,0,F M S,Mainz 05,1,3.063044868,3.738756046,0.90705622
7267,Woo-Yeong Jeong,26,622,1,2.344784634,1,1.056915363,13,6,2,0,F M S,Freiburg,1,2.344784634,3.819736317,1.517475106
7345,Alphonso Davies,26,2054,1,2.214471037,4,3.471279586,19,43,0,0,D M S,Bayern Munich,1,2.214471037,20.46779531,15.92678201
7482,Kouadio Kone,30,2636,1,0.823591612,1,1.285331044,26,20,12,0,M,Borussia M.Gladbach,1,0.823591612,13.00839049,11.45922254
7551,Mohamed Simakan,24,1462,1,2.333084086,1,1.239668757,12,11,2,0,D S,RasenBallsport Leipzig,1,2.333084086,4.416493049,3.202450942
7612,Nathan N&#039;Goumou Minpol,20,688,1,1.19903679,0,0.208883263,13,3,0,0,F M S,Borussia M.Gladbach,1,1.19903679,3.078505851,1.789853623
7783,Xaver Schlager,22,1504,1,0.5458101,1,0.973279033,5,8,2,0,M S,RasenBallsport Leipzig,1,0.5458101,10.89639405,9.58591301
7791,Sebastiaan Bornauw,26,1934,1,0.429217093,0,0.060516302,4,1,8,0,D S,Wolfsburg,1,0.429217093,4.605699746,4.557444839
7807,Luca Kilian,16,1118,1,1.101645053,0,0.199019771,4,3,1,2,D S,FC Cologne,1,1.101645053,2.012978394,1.898995522
7815,Christian Groß,26,1918,1,0.392043642,1,0.567823155,5,5,4,0,D M S,Werder Bremen,1,0.392043642,4.845863091,3.956187198
7900,Sargis Adamyan,24,594,1,4.416220685,3,1.153845027,21,8,3,0,F S,FC Cologne,1,4.416220685,5.836594196,1.295455819
7939,Morten Thorsby,24,803,1,0.994760949,1,0.281005203,9,7,3,0,M S,Union Berlin,1,0.994760949,2.277252352,1.195727594
7997,Julian Ryerson,30,2474,1,1.12670202,0,2.37753588,26,22,4,0,D S,"Borussia Dortmund,Union Berlin",1,1.12670202,11.52178676,10.11392584
8025,Kasper Dolberg,13,380,1,0.332762716,0,0.624388539,6,4,0,0,F S,Hoffenheim,1,0.332762716,1.266354736,0.309202798
8171,Hannes Wolf,18,425,1,1.464917239,1,0.327519576,8,6,0,0,M S,Borussia M.Gladbach,1,1.464917239,2.554659285,0.853125381
8317,Edmond Tapsoba,33,2874,1,2.565204307,0,1.04767709,15,5,5,0,D M S,Bayer Leverkusen,0,1.049651116,13.10941321,12.3330766
8397,Florian Wirtz,17,1089,1,0.583570022,6,4.696660355,7,39,4,0,F M S,Bayer Leverkusen,1,0.583570022,9.336530421,5.087926636
8398,Márton Dárdai,17,954,1,0.069760002,0,0.136178697,2,4,2,0,D M S,Hertha Berlin,1,0.069760002,1.250470866,1.121131476
8401,Luca Netz,20,691,1,0.91123875,3,1.212968357,4,5,0,0,D S,Borussia M.Gladbach,1,0.91123875,3.226912912,1.727949288
8803,Robert Gumny,29,2019,1,0.396851568,2,1.090631746,9,9,5,1,D S,Augsburg,1,0.396851568,2.161341371,1.43391409
8853,Maxence Lacroix,24,1625,1,0.416576404,0,0.0744309,5,3,1,0,D S,Wolfsburg,1,0.416576404,5.442830155,5.442830155
8989,Ansgar Knauff,24,1284,1,1.006381594,1,1.453969519,15,8,2,0,D S,Eintracht Frankfurt,1,1.006381594,4.798351686,2.471011712
9053,Eric Martel,29,2033,1,1.642373476,1,0.846156704,28,7,6,0,M S,FC Cologne,1,1.642373476,3.915235853,2.8900468
9069,Romano Schmid,27,1509,1,1.517536405,3,1.958898066,18,23,3,0,F M S,Werder Bremen,1,1.517536405,7.789045226,4.613580694
9156,Kevin Schade,8,166,1,0.187834302,0,0,4,0,0,0,M S,Freiburg,1,0.187834302,0.426704613,0.333389014
9293,Hugo Novoa Ramos,7,181,1,0.60522601,0,0.068665501,3,2,0,0,M S,RasenBallsport Leipzig,1,0.60522601,1.159001391,0.553776409
9715,Hiroki Ito,30,2564,1,0.591014778,1,1.989333839,21,21,5,0,D M S,VfB Stuttgart,1,0.591014778,8.336282348,6.891387431
9718,Jamie Leweling,16,215,1,1.2043055,1,0.507010825,9,2,1,0,S,Union Berlin,1,1.2043055,1.766722528,0.484389009
9724,David Raum,28,1686,1,0.644887911,2,5.142054616,14,35,5,0,D M S,RasenBallsport Leipzig,1,0.644887911,8.364078218,6.274949177
9725,Angelo Stiller,20,677,1,0.244820495,1,0.804129988,7,2,0,0,M S,Hoffenheim,1,0.244820495,3.299162015,2.648747604
9790,Josko Gvardiol,30,2167,1,1.756091274,0,0.61610739,13,12,2,0,D S,RasenBallsport Leipzig,1,1.756091274,9.57804197,9.143761794
9910,Anton Stach,30,2080,1,2.024175141,4,3.755808117,36,31,4,0,M S,Mainz 05,1,2.024175141,6.682561932,3.076814828
9911,Piero Hincapié,30,2470,1,1.332464207,1,1.306781765,16,10,9,3,D M S,Bayer Leverkusen,1,1.332464207,8.784143435,7.831875196
9986,Kristijan Jakic,24,1451,1,0.897780901,0,0.653272909,8,7,4,0,D M S,Eintracht Frankfurt,1,0.897780901,4.877471275,4.138799605
10050,Micky van de Ven,33,2970,1,1.32197062,1,1.628925771,16,6,5,0,D,Wolfsburg,1,1.32197062,9.03574128,8.68901246
10318,Kelvin Yeboah,13,326,1,1.354709025,1,0.325225599,12,5,0,0,F S,Augsburg,1,1.354709025,1.923277259,0.541428588
10395,Kevin Paredes,22,467,1,0.133932907,3,1.2515475,4,15,2,0,M S,Wolfsburg,1,0.133932907,3.264685845,2.056535067
10696,Noussair Mazraoui,19,1073,1,0.862176368,4,3.822559757,8,19,0,0,D S,Bayern Munich,1,0.862176368,13.49953356,9.972634152
10721,Sepp van den Berg,9,692,1,0.277759954,0,0.131089747,5,2,2,0,D S,Schalke 04,1,0.277759954,0.864521336,0.687723175
10735,Lee Buchanan,21,425,1,0.212566365,0,1.023358971,5,4,1,0,D M S,Werder Bremen,1,0.212566365,1.435598431,0.918131533
10837,Juan Perea,16,397,1,0.191553604,0,0.652367197,2,2,0,0,F S,VfB Stuttgart,1,0.191553604,2.140662171,1.429335374
10848,Florian Dietz,11,395,1,2.385664243,0,0.261865303,17,4,1,0,F S,FC Cologne,1,2.385664243,2.542707995,0
10850,Rodrigo Zalazar,22,1338,1,3.04800293,6,3.818176799,38,35,4,0,F M S,Schalke 04,1,3.04800293,5.541506182,2.162994636
10860,Derry Scherhant,10,262,1,0.2723037,0,0.242016003,4,1,0,0,M S,Hertha Berlin,1,0.2723037,1.414537989,1.032769987
10926,Tim Skarke,12,496,1,0.740121306,1,0.90002451,15,11,1,0,M S,"Schalke 04,Union Berlin",1,0.740121306,2.042828916,0.81560131
11309,Andreas Hanche-Olsen,17,1502,1,0.38988237,2,1.14079771,7,5,5,0,D,Mainz 05,1,0.38988237,2.177363358,1.986186635
11312,Soichiro Kozuki,5,392,1,1.228217207,0,0.256273899,14,4,1,0,M,Schalke 04,1,1.228217207,1.281147115,0.287301004
11325,David Colina,7,136,1,0.439987987,0,0.0615838,1,2,0,0,S,Augsburg,1,0.439987987,0.570978565,0.094025472
11484,Ibrahim Maza,2,61,1,0.562915385,0,0,1,0,0,0,S,Hertha Berlin,1,0.562915385,1.071947709,0.509032294
22,John Brooks,15,1350,0,0.365387673,0,0,7,0,4,0,D,Hoffenheim,0,0.365387673,2.079701241,2.079701241
23,Marvin Plattenhardt,31,2418,0,0.305518845,2,3.887765568,8,30,3,0,D M S,Hertha Berlin,0,0.305518845,3.588870879,3.420471333
27,Vladimir Darida,3,26,0,0,0,0,0,0,0,0,S,Hertha Berlin,0,0,0,0
35,Genki Haraguchi,22,1266,0,0.376986601,2,0.674909808,11,15,1,0,M S,"Union Berlin,VfB Stuttgart",0,0.376986601,3.559324758,2.855396682
40,Stefan Bell,30,2399,0,0.781116389,0,0.360808207,7,7,9,0,D S,Mainz 05,0,0.781116389,2.613557503,2.280290309
42,Julian Baumgartlinger,16,520,0,0.170290696,0,0.116223697,3,2,1,0,M S,Augsburg,0,0.170290696,1.272637481,1.123388594
43,Danny Latza,20,827,0,0.911188655,1,0.281388056,16,4,2,0,M S,Schalke 04,0,0.911188655,1.725975841,0.996835966
52,Alexander Hack,19,1125,0,0.602123901,0,0.124112099,4,4,2,1,D S,Mainz 05,0,0.602123901,2.979021205,2.872820219
64,Filip Kostic,1,77,0,0.017622,0,0.091041699,1,1,1,0,D,Eintracht Frankfurt,0,0.017622,0.0303194,0.0126974
69,Carlos Gruezo,13,967,0,0.0263746,0,0.220442202,2,6,5,0,M S,Augsburg,0,0.0263746,1.567931809,1.321114913
71,Timo Baumgartl,8,556,0,0.153451201,1,0.108788781,4,3,2,0,D S,Union Berlin,0,0.153451201,1.562551642,1.396200845
73,Oliver Baumann,34,3060,0,0,0,0.00703068,0,1,2,0,GK,Hoffenheim,0,0,4.148974056,4.141943377
81,Jonathan Schmid,3,38,0,0.144474998,0,0.084842697,1,1,0,0,S,Freiburg,0,0.144474998,0.293460011,0.148984998
84,Ermin Bicakcic,9,236,0,0,0,0,0,0,0,0,S,Hoffenheim,0,0,0.365789611,0.365789611
88,Mark Uth,3,35,0,0.044486701,0,0,1,0,1,0,S,FC Cologne,0,0.044486701,0.487543702,0.443057001
90,Sebastian Rudy,22,758,0,0.096117208,1,0.694790341,5,13,3,0,M S,Hoffenheim,0,0.096117208,2.790909685,2.660964275
118,Levin Öztunali,2,3,0,0,1,0.492368013,0,1,0,0,S,Union Berlin,0,0,0.492368013,0
126,Michael Zetterer,2,152,0,0,0,0,0,0,0,0,GK S,Werder Bremen,0,0,0.384806991,0.384806991
129,Dominique Heintz,11,803,0,0.268673383,0,0.134556334,4,3,1,0,D S,Bochum,0,0.268673383,1.29329567,1.032269571
131,Jonas Hector,32,2830,0,1.253681138,2,3.005852649,25,32,3,0,D M,FC Cologne,0,1.253681138,8.971813114,8.113455281
133,Kevin Vogt,22,1792,0,0,0,0.504765808,0,4,8,0,D,Hoffenheim,0,0,5.064124979,4.568603572
155,Max Kruse,5,261,0,0.601832397,0,0.087936699,9,3,0,0,M S,Wolfsburg,0,0.601832397,1.423767999,0.920673393
159,Koen Casteels,34,3060,0,0.05502433,1,0.905303121,1,2,0,0,GK,Wolfsburg,0,0.05502433,5.858843168,5.563377192
186,Karim Bellarabi,8,78,0,0,0,0,0,0,0,0,M S,Bayer Leverkusen,0,0,0.316613294,0.316613294
187,Christoph Kramer,28,2247,0,0.432110299,0,2.153275579,6,15,4,0,D M S,Borussia M.Gladbach,0,0.432110299,9.800185379,8.80128042
199,Yann Sommer,29,2610,0,0,0,0,0,0,1,0,GK,"Bayern Munich,Borussia M.Gladbach",0,0,9.617172476,9.617172476
201,Tony Jantschke,8,99,0,0,0,0,0,0,0,0,D S,Borussia M.Gladbach,0,0,0.57704097,0.57704097
205,Mahmoud Dahoud,9,328,0,0.245521501,0,0.380322307,6,4,1,0,M S,Borussia Dortmund,0,0.245521501,2.428339357,1.947038746
